filename;class_id;rel_x;rel_y;width;height
3 (75).jpg;0;0.007634039968252182;0.7141267657279968;0.014831974171102047;0.058256905525922775
2 (47).jpg;2;0.44802969694137573;0.2063509076833725;0.06955604255199432;0.17479029297828674
3 (84).jpg;1;0.17168167233467102;0.48116233944892883;0.08527868241071701;0.1338224858045578
2 (39).jpg;4;0.42679712176322937;0.1276562511920929;0.09329990297555923;0.2451380044221878
2 (39).jpg;4;0.4358435571193695;0.0341426320374012;0.07957112789154053;0.0682852640748024
1 (28).jpg;3;0.5822209715843201;0.9743492603302002;0.035927072167396545;0.040204353630542755
1 (28).jpg;1;0.6783192753791809;0.7123174667358398;0.10045422613620758;0.1541108340024948
1 (28).jpg;1;0.09320370852947235;0.8116446137428284;0.07234103232622147;0.10626322776079178
2 (36).jpg;1;0.4239249527454376;0.4115811288356781;0.030880514532327652;0.06700137257575989
2 (1).jpg;3;0.612766683101654;0.04192744940519333;0.02298351563513279;0.07875421643257141
2 (41).jpg;2;0.4518406093120575;0.2424214780330658;0.08915778994560242;0.19458019733428955
2 (41).jpg;0;0.452551007270813;0.26867610216140747;0.022784575819969177;0.052930280566215515
46.jpg;0;0.337476909160614;0.9291556477546692;0.06771291792392731;0.10071015357971191
3 (148).jpg;3;0.6507914662361145;0.38852444291114807;0.043051667511463165;0.04047546908259392
81.jpg;1;0.136823371052742;0.047756392508745193;0.04037037119269371;0.09551278501749039
81.jpg;0;0.1363232582807541;0.049263469874858856;0.037422213703393936;0.09852693974971771
8.jpg;3;0.5920250415802002;0.7201251983642578;0.01279754750430584;0.013972755521535873
1 (7).jpg;3;0.21256282925605774;0.7467054724693298;0.022188007831573486;0.025258082896471024
1 (7).jpg;3;0.3800063729286194;0.7013289332389832;0.02194696106016636;0.01925761252641678
1 (7).jpg;0;0.23719272017478943;0.40995773673057556;0.015791838988661766;0.05257469788193703
3 (24).jpg;3;0.899278998374939;0.2940334379673004;0.023293549194931984;0.022025391459465027
3 (24).jpg;1;0.01319852750748396;0.5419268012046814;0.02639705501496792;0.06904630362987518
3 (19).jpg;3;0.7251738905906677;0.3333282768726349;0.022144533693790436;0.01837949827313423
2 (32).jpg;0;0.41034770011901855;0.0949782207608223;0.06928393989801407;0.1899564415216446
1 (27).jpg;3;0.4364507496356964;0.6249303221702576;0.025861091911792755;0.02958940900862217
1 (27).jpg;1;0.7178598046302795;0.7118868231773376;0.09794897586107254;0.14371901750564575
102.jpg;1;0.4784088432788849;0.42436668276786804;0.010470963083207607;0.1176801323890686
102.jpg;0;0.4760597348213196;0.4609791338443756;0.02264709584414959;0.16887444257736206
102.jpg;0;0.3970639705657959;0.9497532248497009;0.02118059992790222;0.05173791944980621
102.jpg;0;0.47250011563301086;0.9525768160820007;0.02108713984489441;0.0450507253408432
107.jpg;0;0.39329054951667786;0.9034794569015503;0.028845088556408882;0.05259263515472412
107.jpg;0;0.4686489701271057;0.9103373885154724;0.02768694795668125;0.050339873880147934
107.jpg;0;0.30955660343170166;0.8897091150283813;0.043339669704437256;0.1469086855649948
56.jpg;3;0.3348045349121094;0.874726414680481;0.04075902700424194;0.1431361436843872
56.jpg;3;0.3389887809753418;0.8820071816444397;0.03436794504523277;0.11768640577793121
56.jpg;1;0.4070678949356079;0.3677172362804413;0.011270396411418915;0.10464296489953995
56.jpg;1;0.33747974038124084;0.8713959455490112;0.032487742602825165;0.1488812416791916
3 (145).jpg;4;0.03534352034330368;0.5028994083404541;0.06629930436611176;0.08428536355495453
3 (156).jpg;0;0.7440317869186401;0.6798135042190552;0.027492811903357506;0.06890958547592163
3 (156).jpg;0;0.878458559513092;0.4999593198299408;0.04465002566576004;0.10509759187698364
105.jpg;1;0.47843363881111145;0.4097779393196106;0.010669327341020107;0.11394664645195007
105.jpg;1;0.477252721786499;0.4112955331802368;0.01166178472340107;0.14758950471878052
105.jpg;0;0.39650654792785645;0.9423631429672241;0.021353913471102715;0.048429135233163834
105.jpg;0;0.4714457094669342;0.9438228011131287;0.022227797657251358;0.05010172352194786
105.jpg;0;0.31471964716911316;0.9294735193252563;0.04193713143467903;0.12638933956623077
10.jpg;0;0.5254999995231628;0.7871092557907104;0.024724388495087624;0.06626971065998077
10.jpg;0;0.4450860023498535;0.7939215898513794;0.02425518073141575;0.05822177231311798
1 (51).jpg;1;0.20242826640605927;0.7201377153396606;0.07833412289619446;0.1551390439271927
95.jpg;0;0.48425036668777466;0.9815160632133484;0.0202306117862463;0.03696797788143158
95.jpg;0;0.39901041984558105;0.9837761521339417;0.01916554942727089;0.03244764357805252
74.jpg;1;0.1971265822649002;0.8458218574523926;0.03514372557401657;0.11494841426610947
74.jpg;0;0.1976173371076584;0.8490784764289856;0.0320286750793457;0.09048280864953995
3 (55).jpg;0;0.7357682585716248;0.450827032327652;0.05472809448838234;0.0946129783987999
59.jpg;0;0.41416144371032715;0.9800309538841248;0.024926885962486267;0.03993801400065422
2 (64).jpg;3;0.6137852072715759;0.07055332511663437;0.026013968512415886;0.08212012052536011
3 (152).jpg;3;0.4612395167350769;0.37140676379203796;0.06528901308774948;0.05337763577699661
3 (152).jpg;3;0.4716627895832062;0.37041449546813965;0.05825093016028404;0.05426730588078499
3 (60).jpg;0;0.8754030466079712;0.5154264569282532;0.06485064327716827;0.13381986320018768
23.jpg;0;0.30839815735816956;0.5985314249992371;0.03876616433262825;0.08860744535923004
1 (2).jpg;3;0.40473124384880066;0.6973047852516174;0.02258145995438099;0.018368134275078773
110.jpg;1;0.48525330424308777;0.3771188259124756;0.011858750134706497;0.14193148910999298
110.jpg;1;0.48647356033325195;0.3770996928215027;0.010931079275906086;0.1143418475985527
110.jpg;0;0.47083520889282227;0.9142635464668274;0.022553762421011925;0.04794582724571228
110.jpg;0;0.31551259756088257;0.897503137588501;0.047410521656274796;0.14915308356285095
3 (141).jpg;1;0.061834000051021576;0.9493646025657654;0.12366800010204315;0.09468965977430344
1 (25).jpg;1;0.7956936359405518;0.7044111490249634;0.10091479122638702;0.15010741353034973
18.jpg;1;0.7294881939888;0.8611773252487183;0.03349266201257706;0.09871814399957657
18.jpg;0;0.14300531148910522;0.11955080181360245;0.017807388678193092;0.02917582169175148
42.jpg;0;0.12569716572761536;0.890917956829071;0.02927885204553604;0.14632567763328552
100.jpg;3;0.5525732040405273;0.5766648054122925;0.01610768772661686;0.019034603610634804
100.jpg;0;0.27323222160339355;0.0484650544822216;0.03841284289956093;0.08423089236021042
66.jpg;3;0.3480337858200073;0.809268593788147;0.019106801599264145;0.08217490464448929
108.jpg;0;0.39179715514183044;0.9085756540298462;0.02804705500602722;0.06090811267495155
